item_id,category,split,source_file,page,question,reference_answer,keywords,retrieved_sources,retrieved_preview,rag_answer,vanilla_answer,mrr,ndcg,coverage,rag_accuracy,rag_completeness,rag_relevance,rag_faithfulness,rag_is_hallucination,vanilla_accuracy,vanilla_completeness,vanilla_relevance,vanilla_faithfulness,vanilla_is_hallucination,error
49,direct_fact,,,,¿Qué es el REA en el marco POSEI?,"El REA es el Régimen Específico de Abastecimiento, que compensa el coste de traer insumos y productos esenciales.",Régimen Específico de Abastecimiento,knowledge-base/asesor-canarias/README.md | knowledge-base/asesor-canarias/00_indice.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md | knowledge-base/asesor-canarias/10_cuaderno_reac.md | knowledge-base/asesor-canarias/04_sanidad_tercer_pais.md,"# Corpus de asesoría agraria canaria Textos originales de marco (POSEI, sanidad, GIP, riego, cuaderno) más dossiers de cultivo generados desde el Registro Oficial de Productos Fitosanitarios del MAPA (`knowledge-base/Vademecum/vademecum_can || # Corpus de asesoría agraria canaria (AgroPS) Este corpus está pensado para que el asistente actúe como **asesor de campo**: ayudas POSEI, sanidad vegetal, GIP y productos MAPA. No sustituye al técnico de la OPP ni a Sanidad Vegetal. ## Cóm || # Preguntas frecuentes del agricultor canario Preguntas reales y la respuesta corta que el asistente debe ampliar con el capítulo citado. Si el contexto no trae la cifra, dilo. ## Ayudas **¿Qué POSEI me toca si tengo plátanos?** Medida II, ","El REA (Régimen Específico de Abastecimiento) es una ayuda que compensa al coste de traer insumos y productos esenciales. Lo gestiona la Viceconsejería de Economía, no Agricultura. No es una ayuda por hectárea de plátano.","No tengo información específica sobre el REA en el marco POSEI. Sin embargo, puedo decirte que el POSEI (Programa de Apoyo a la Sostenibilidad Energética e Industrial) es un programa de financiación del Gobierno de Canarias destinado a apoyar a las empresas y proyectos sostenibles en la isla.

El REA (Registro de Emprendedores y Asociaciones) puede ser un registro de emprendedores o asociaciones que participan en el POSEI, pero no tengo información específica sobre su contenido o características. Si necesitas más información, te recomiendo consultar directamente con el Ministerio de Economía y Sostenibilidad de Canarias o la Agencia de Innovación Industrial (AI2I) para obtener detalles precisos.",0.2500,0.4307,1.0000,5.0,3.0,2.0,4.0,False,5.0,3.0,4.0,2.0,False,
50,direct_fact,,,,¿El aguacate tiene medida POSEI propia como el plátano?,"No. El aguacate entra en la Acción I.1, igual que papaya, mango, batata u hortalizas.",Acción I.1 | No,knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/11_riego_salinidad_viento.md | knowledge-base/asesor-canarias/12_cadena_frio.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/11_riego_salinidad_viento.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/11_riego_salinidad_viento.md | knowledge-base/asesor-canarias/12_cadena_frio.md,"# Preguntas frecuentes del agricultor canario Preguntas reales y la respuesta corta que el asistente debe ampliar con el capítulo citado. Si el contexto no trae la cifra, dilo. ## Ayudas **¿Qué POSEI me toca si tengo plátanos?** Medida II,  || ión a descuidar el abrigo: es un plus de la Medida II para quien mantiene ese sistema. ## Comunidades de regantes y dulas Turnos tradicionales (dulas), contadores y balsas tienen normativa propia y estatutos. El asesor no resuelve un confli || # Cadena de frío, empaquetado y comercialización El agricultor cobra cuando el fruto **llega bien**, no cuando se corta. En plátano IGP y en subtrópicos la cadena de frío y la categoría marcan la liquidación y, en su caso, la ayuda de comer","No. Entra en la Acción I.1 (comercialización de frutas recolectadas en Canarias), igual que papaya, mango, batata u hortalizas, con las subacciones y anexos del consolidado.","Hasta donde llega mi conocimiento actualizado hasta diciembre de 2023, el aguacate y el plátano son dos frutas diferentes con características biológicas y nutricionales únicas.

El aguacate (Persea americana) es una fruta que crece en árboles y tiene una estructura única. Aunque se puede cortar y medir, no tiene una ""medida POSEI"" propia como el plátano, ya que su forma y tamaño varían según la madurez y el cultivo.

El plátano (Musa acuminata) es una planta herbácea que produce frutos en forma de hoja larga y estrecha. El plátano tiene una longitud y un diámetro definidos, lo que le permite medirse de manera más fácil.

En resumen, no hay una ""medida POSEI"" propia para el aguacate como la hay para el plátano. Sin embargo, si necesitas medir el tamaño o la cantidad de aguacates, puedes hacerlo de manera similar a como se mide un plátano, considerando su largo y ancho.",1.0000,1.2263,1.0000,5.0,4.0,5.0,5.0,False,5.0,4.0,3.0,5.0,False,
51,direct_fact,,,,¿La papa de mesa es Acción I.1 o I.4 del POSEI?,La papa de mesa tiene acción propia I.4 (superficie y comercialización).,I.4,knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/cultivos/papa.md | knowledge-base/asesor-canarias/cultivos/vid.md | knowledge-base/productos/Poseillm.md | knowledge-base/asesor-canarias/11_riego_salinidad_viento.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/11_riego_salinidad_viento.md,"d DOP Ayuda **por hectárea** para mantener vides destinadas a vinos con denominación de origen protegida. No es una prima a la uva de mesa; la uva de mesa, si entra, lo hace por comercialización (I.1) u otras líneas. ### Acción I.4 — Papa d || a que debe memorizar el asesor - **Medida I**: producción vegetal (frutas y hortalizas, vid, papa, tomate de invierno, vino, aloe, olivo, readaptación). - **Medida II**: plátano IGP. Es la ayuda estrella; va por organizaciones de productore || # Dossier de asesoría: Papa / patata ## Qué necesita el agricultor Papa de mesa y de semilla (medianías y costa). POSEI Acción I.4 (superficie y comercialización). Vigilancia de Epitrix, Candidatus Liberibacter solanacearum (zebra chip) y c",La papa de mesa tiene acción propia (I.4: superficie + comercialización). No la mezcles con la I.1.,"No tengo información específica sobre el tipo de papa de mesa que corresponde a Acción I.1 o I.4 del POSEI (Plan de Desarrollo Sostenible de las Islas Canarias). El POSEI es un plan estratégico para el desarrollo sostenible de las Islas Canarias, pero no tengo conocimiento sobre la clasificación específica de diferentes variedades de papa en este contexto.",1.0000,1.0000,1.0000,1.0,1.0,1.0,1.0,True,5.0,2.0,1.0,3.0,False,
52,direct_fact,,,,¿Qué medida POSEI cubre el plátano IGP?,El plátano IGP se cubre con la Medida II.,Medida II,knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md | knowledge-base/asesor-canarias/07_mal_de_panama.md | knowledge-base/asesor-canarias/cultivos/platanera.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/12_cadena_frio.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md,"# Preguntas frecuentes del agricultor canario Preguntas reales y la respuesta corta que el asistente debe ampliar con el capítulo citado. Si el contexto no trae la cifra, dilo. ## Ayudas **¿Qué POSEI me toca si tengo plátanos?** Medida II,  || de 12 de marzo de 1987). - «¿Qué ayuda me corresponde?»: identificar medida POSEI (I vegetal, II plátano IGP, III animal) y la convocatoria del año. El pago suele ir por OPP o sede electrónica. - «¿Cómo lo apunto?»: REAC (registro de la exp || *. - Prohibida tierra adherida a vegetales. Portal: https://www.gobiernodecanarias.org/agricultura/temas/sanidad_vegetal/maldepanama/ ## Bioseguridad en finca (vale para RST4 y para excluir RT4) - No aceptar hijuelos, cormos ni plantas de o",La Medida II del POSEI.,"Lo siento, pero no tengo información específica sobre una medida llamada ""POSEI"" que se refiera a un estándar o regulación para productos como el plátano IGP (Indicador de Productos de Origen Protegido). La designación IGP es un sistema de protección de denominaciones de origen en la Unión Europea, pero sin más información sobre ""POSEI"", no puedo proporcionar una respuesta precisa. Si tienes más detalles o contexto, estaré encantado de intentar ayudarte más.",1.0000,1.0000,1.0000,5.0,4.0,5.0,5.0,False,2.0,1.0,1.0,3.0,True,
53,direct_fact,,,,¿Qué producción máxima de referencia tiene el plátano IGP en 2026?,La producción máxima de referencia es 420.000 toneladas.,420.000,knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/cultivos/platanera.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/productos/Papallm.md | knowledge-base/asesor-canarias/07_mal_de_panama.md,"abre y el perfil encaja; no es una ayuda permanente por cultivo. ## Medida II. Plátano IGP Ayuda a productores de plátano fresco con IGP «Plátano de Canarias», **excepto plátanos hortaliza**. Cifras de la convocatoria 2026 (sede, trámite 10 || xto-consolidado-2026-30-12-2025.pdf El de 2025 permanece como referencia histórica: https://www.gobiernodecanarias.org/cmsgob2/export/sites/agpsa/viceconsejeria/galerias/doc/posei/POSEI-Canarias-texto-consolidado-21-01-2025-copy.pdf Portal: || # POSEI: medidas y acciones que usa el agricultor Fuente: portal de la Viceconsejería de Sector Primario y convocatorias de la sede electrónica. Campaña de referencia: 2026. Las cuantías unitarias salen del texto consolidado y de cada orden",La producción máxima de referencia del plátano IGP en 2026 es de **420.000 toneladas**.,"Lo siento, pero no tengo información actualizada sobre la producción máxima de referencia del plátano IGP para 2026. Mi conocimiento se basa en datos hasta diciembre de 2023 y no tengo acceso a información en tiempo real o futura.

Sin embargo, puedo decirte que el plátano es una de las principales culturas agrícolas en Canarias, especialmente en la isla de Gran Canaria, donde se cultiva en gran parte. El IGP (Indicador de Garantía Geográfica) es un certificado que garantiza la calidad y origen de los productos agrícolas.

Si necesitas información actualizada sobre la producción máxima del plátano IGP para 2026, te recomiendo consultar fuentes oficiales como la Asociación Canaria de Productores de Plátanos (ACPP) o el Ministerio de Agricultura y Pesca, Alimentación y Medio Ambiente de España.",1.0000,1.0000,1.0000,5.0,5.0,5.0,5.0,False,4.0,2.0,3.0,5.0,False,
54,direct_fact,,,,¿Qué superficie asociada tiene el plátano IGP en la convocatoria 2026?,La superficie asociada es 11.200 hectáreas.,11.200,knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/empleados/Alejandro Castro.md,"abre y el perfil encaja; no es una ayuda permanente por cultivo. ## Medida II. Plátano IGP Ayuda a productores de plátano fresco con IGP «Plátano de Canarias», **excepto plátanos hortaliza**. Cifras de la convocatoria 2026 (sede, trámite 10 || xto-consolidado-2026-30-12-2025.pdf El de 2025 permanece como referencia histórica: https://www.gobiernodecanarias.org/cmsgob2/export/sites/agpsa/viceconsejeria/galerias/doc/posei/POSEI-Canarias-texto-consolidado-21-01-2025-copy.pdf Portal: || a que debe memorizar el asesor - **Medida I**: producción vegetal (frutas y hortalizas, vid, papa, tomate de invierno, vino, aloe, olivo, readaptación). - **Medida II**: plátano IGP. Es la ayuda estrella; va por organizaciones de productore",11.200 hectáreas.,"Lo siento, pero no tengo información sobre la convocatoria específica de 2026 para el plátano IGP. Mi conocimiento se basa en datos hasta diciembre de 2023 y puedo proporcionar información general sobre el plátano IGP y su producción en Canarias.

El plátano es una variedad de plátano que se cultiva en Canarias, especialmente en la isla de Gran Canaria. El plátano IGP (Indicador Geográfico Protegido) es un certificado que garantiza la calidad y la procedencia del producto.

Si deseas obtener información precisa sobre la superficie asociada al plátano IGP en la convocatoria 2026, te recomiendo contactar directamente con la autoridad competente o la organización que emite la convocatoria.",1.0000,1.0000,1.0000,5.0,5.0,5.0,5.0,False,5.0,2.0,3.0,4.0,False,
55,direct_fact,,,,¿Cuál es el rendimiento medio de referencia del plátano IGP en 2026?,El rendimiento medio de referencia es 37.500 kg/ha.,37.500,knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/productos/Papallm.md | knowledge-base/asesor-canarias/cultivos/platanera.md | knowledge-base/productos/Frutallm.md | knowledge-base/asesor-canarias/12_cadena_frio.md | knowledge-base/asesor-canarias/02_posei_marco.md,"abre y el perfil encaja; no es una ayuda permanente por cultivo. ## Medida II. Plátano IGP Ayuda a productores de plátano fresco con IGP «Plátano de Canarias», **excepto plátanos hortaliza**. Cifras de la convocatoria 2026 (sede, trámite 10 || xto-consolidado-2026-30-12-2025.pdf El de 2025 permanece como referencia histórica: https://www.gobiernodecanarias.org/cmsgob2/export/sites/agpsa/viceconsejeria/galerias/doc/posei/POSEI-Canarias-texto-consolidado-21-01-2025-copy.pdf Portal: || # POSEI: medidas y acciones que usa el agricultor Fuente: portal de la Viceconsejería de Sector Primario y convocatorias de la sede electrónica. Campaña de referencia: 2026. Las cuantías unitarias salen del texto consolidado y de cada orden",37.500 kg/ha.,"Lo siento, pero como mi conocimiento se detiene en diciembre de 2023 y no tengo información actualizada sobre el rendimiento específico del plátano IGP para 2026, no puedo proporcionar una respuesta con certeza. El rendimiento de cultivos puede variar significativamente dependiendo de factores como las condiciones climáticas, la gestión del suelo, la tecnología utilizada y otros factores ambientales.

Sin embargo, puedo decirte que el plátano es un cultivo importante en Canarias, especialmente en las Islas Gran Canaria y Tenerife, donde se cultivan variedades de alta calidad. El IGP (Indicador de Gestión de la Producción) es un sistema de certificación que garantiza la calidad y la sostenibilidad de los productos agrícolas.

Si necesitas información actualizada sobre el rendimiento del plátano IGP, te recomiendo consultar fuentes oficiales como la Asociación Canaria de Productores de Plátanos (ACPP) o la Agencia Española de Seguridad Alimentaria y Nutrición (AESAN). Estas organizaciones pueden proporcionar información actualizada sobre las tendencias y resultados del cultivo de plátanos en Canarias.",1.0000,1.0000,1.0000,5.0,4.0,5.0,5.0,False,2.0,1.0,3.0,4.0,True,
56,direct_fact,,,,¿Qué porcentaje mínimo de la cantidad de referencia hay que comercializar en plátano IGP 2026?,Hay que haber producido y comercializado al menos el 70 % de la cantidad de referencia asignada.,70,knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/03_posei_medidas.md | knowledge-base/asesor-canarias/12_cadena_frio.md | knowledge-base/asesor-canarias/02_posei_marco.md | knowledge-base/asesor-canarias/07_mal_de_panama.md | knowledge-base/productos/Papallm.md,"abre y el perfil encaja; no es una ayuda permanente por cultivo. ## Medida II. Plátano IGP Ayuda a productores de plátano fresco con IGP «Plátano de Canarias», **excepto plátanos hortaliza**. Cifras de la convocatoria 2026 (sede, trámite 10 || xto-consolidado-2026-30-12-2025.pdf El de 2025 permanece como referencia histórica: https://www.gobiernodecanarias.org/cmsgob2/export/sites/agpsa/viceconsejeria/galerias/doc/posei/POSEI-Canarias-texto-consolidado-21-01-2025-copy.pdf Portal: || # Preguntas frecuentes del agricultor canario Preguntas reales y la respuesta corta que el asistente debe ampliar con el capítulo citado. Si el contexto no trae la cifra, dilo. ## Ayudas **¿Qué POSEI me toca si tengo plátanos?** Medida II, ",70 %,"Lo siento, pero no tengo información sobre el porcentaje mínimo de producción requerido para comercializar plátanos IGP 2026. La información específica sobre las regulaciones y requisitos para la producción de productos protegidos con Indicación Geográfica Protegida (IGP) puede variar según la región y el país, y no tengo acceso a datos actualizados o específicos sobre este producto.

Si necesitas información más precisa, te recomendaría consultar directamente con las autoridades agrícolas o reguladoras competentes en Canarias o en España, o buscar fuentes de información confiables que puedan tener la información actualizada y precisa que buscas.",1.0000,1.0000,1.0000,5.0,4.0,3.0,2.0,True,5.0,2.0,1.0,3.0,False,
57,direct_fact,,,,¿Desde cuándo es obligatoria la GIP en España?,La GIP es obligatoria en todas las explotaciones desde el 1 de enero de 2013 (Real Decreto 1311/2012).,2013 | 1311/2012,knowledge-base/asesor-canarias/05_gip_y_fitosanitarios.md | knowledge-base/productos/Poseillm.md | knowledge-base/asesor-canarias/11_riego_salinidad_viento.md | knowledge-base/productos/Poseillm.md | knowledge-base/asesor-canarias/04_sanidad_tercer_pais.md | knowledge-base/asesor-canarias/06_filoxera.md | knowledge-base/compañia/carreras.md | knowledge-base/compañia/resumen.md,"# Gestión integrada de plagas y productos fitosanitarios La GIP es **obligatoria** en todas las explotaciones agrícolas españolas desde el 1 de enero de 2013 (Real Decreto 1311/2012). En Canarias se aplica igual, con el añadido del régimen  || (BCAM) de la PAC en España. Resuelve consultas sobre la rotación obligatoria de cultivos, el mantenimiento de cubiertas vegetales en pendientes o las restricciones de abonado en zonas vulnerables. ### 5. Intérprete multimodal de formularios || ión a descuidar el abrigo: es un plus de la Medida II para quien mantiene ese sistema. ## Comunidades de regantes y dulas Turnos tradicionales (dulas), contadores y balsas tienen normativa propia y estatutos. El asesor no resuelve un confli","La GIP (Gestión Integrada de Plagas) es obligatoria en todas las explotaciones agrícolas españolas desde el 1 de enero de 2013, según el Real Decreto 1311/2012.","No tengo información específica sobre una ""GIP"" (Generalidad Insular de las Palmas) que sea obligatoria en España. Sin embargo, puedo decirte que la Comunidad Autónoma de las Islas Canarias tiene su propia administración autonómica, conocida como el Cabildo Insular de Gran Canaria y otras islas canarias, pero no tengo información sobre una ""GIP"" específica.

Es posible que te estés refiriendo a la GIP (Generalidad Insular de Palma) de Mallorca, que es una administración autónoma insular de la Comunidad Valenciana. Sin embargo, también no tengo información sobre si es obligatoria en España o no.",1.0000,1.2263,1.0000,,,,,,,,,,,timed out
58,direct_fact,,,,¿Qué organismo causa la filoxera de la vid?,La filoxera la causa Daktulosphaira vitifoliae.,Daktulosphaira vitifoliae,knowledge-base/asesor-canarias/06_filoxera.md | knowledge-base/asesor-canarias/04_sanidad_tercer_pais.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/09_laboratorio_y_residuos.md | knowledge-base/asesor-canarias/cultivos/vid.md | knowledge-base/asesor-canarias/08_vigilancia_cuarentena.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/08_vigilancia_cuarentena.md,"# Filoxera de la vid en Canarias Organismo: *Daktulosphaira vitifoliae* (Fitch). Es una de las plagas de cuarentena más graves para la viña canaria (pie franco tradicional, DOP). ## Marco legal La Orden de 12 de marzo de 1987 prohíbe la int || a cabeza Según el programa nacional frente a Fusarium raza tropical 4 y la propia Orden: - Prohibida la introducción de **Fusarium oxysporum f. sp. cubense**. - Prohibida la introducción desde cualquier país de vegetales de los géneros **Mu || (presente) o, si el cuadro es atípico, alerta de raza tropical 4 (cuarentena). Muestra al laboratorio. Ver `07_mal_de_panama.md`. **La viña se me muere.** Bioseguridad y Sanidad Vegetal: filoxera. Ver `06_filoxera.md`. **Hojas amarillas en ","La filoxera de la vid en Canarias es causada por el organismo *Daktulosphaira vitifoliae*, también conocido como Fitch.","La filoxera de la vid es causada por un parásito llamado Plasmopara viticola. Es un hongo que afecta a las plantas de vid y puede causar daños significativos en las plantas, incluyendo la muerte de las hojas y los tallos.",1.0000,1.0000,1.0000,1.0,1.0,1.0,1.0,False,5.0,2.0,1.0,4.0,False,
59,direct_fact,,,,¿Qué hongo causa el mal de Panamá?,El mal de Panamá lo causa Fusarium oxysporum f. sp. cubense (Foc).,Fusarium oxysporum,knowledge-base/asesor-canarias/07_mal_de_panama.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/11_riego_salinidad_viento.md | knowledge-base/asesor-canarias/12_cadena_frio.md | knowledge-base/asesor-canarias/07_mal_de_panama.md | knowledge-base/asesor-canarias/06_filoxera.md | knowledge-base/asesor-canarias/cultivos/platanera.md,"*. - Prohibida tierra adherida a vegetales. Portal: https://www.gobiernodecanarias.org/agricultura/temas/sanidad_vegetal/maldepanama/ ## Bioseguridad en finca (vale para RST4 y para excluir RT4) - No aceptar hijuelos, cormos ni plantas de o || # Preguntas frecuentes del agricultor canario Preguntas reales y la respuesta corta que el asistente debe ampliar con el capítulo citado. Si el contexto no trae la cifra, dilo. ## Ayudas **¿Qué POSEI me toca si tengo plátanos?** Medida II,  || (presente) o, si el cuadro es atípico, alerta de raza tropical 4 (cuarentena). Muestra al laboratorio. Ver `07_mal_de_panama.md`. **La viña se me muere.** Bioseguridad y Sanidad Vegetal: filoxera. Ver `06_filoxera.md`. **Hojas amarillas en ",El hongo que causa el mal de Panamá es *Fusarium oxysporum* f. sp. *cubense*.,"El hongo causante del mal de Panamá es Fusarium oxysporum f. sp. cubense. Este patógeno es una especie de hongos que se encuentra comúnmente en las plantas y suelo, pero puede causar enfermedades graves en las plantas de palma (Arecaceae) como la palma de aceite y otras especies de palmas.

El Fusarium oxysporum f. sp. cubense es considerado uno de los hongos más dañinos para las plantas de palma, ya que puede causar una enfermedad conocida como ""mal de Panamá"" o ""enfermedad del palo"", que se caracteriza por la formación de un nódulo en el tronco de la planta y la posterior muerte de la planta.

Es importante destacar que el mal de Panamá es una enfermedad grave que puede tener consecuencias económicas significativas para las plantaciones de palma, ya que puede afectar la producción y la calidad de los productos derivados de la palma.",0.1667,0.3562,1.0000,5.0,4.0,3.0,2.0,False,5.0,5.0,5.0,5.0,False,
60,direct_fact,,,,¿Está presente en Canarias la raza tropical 4 del mal de Panamá?,No está presente en Canarias; es plaga de cuarentena.,No | cuarentena,knowledge-base/asesor-canarias/07_mal_de_panama.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md | knowledge-base/asesor-canarias/cultivos/platanera.md | knowledge-base/asesor-canarias/06_filoxera.md | knowledge-base/asesor-canarias/04_sanidad_tercer_pais.md,"# Mal de Panamá en platanera El mal de Panamá es el marchitamiento por *Fusarium oxysporum* f. sp. *cubense* (Foc). Es la enfermedad más destructiva del cultivo. En Canarias hay que separar **dos razas** o el asesoramiento es peligroso. ##  || (presente) o, si el cuadro es atípico, alerta de raza tropical 4 (cuarentena). Muestra al laboratorio. Ver `07_mal_de_panama.md`. **La viña se me muere.** Bioseguridad y Sanidad Vegetal: filoxera. Ver `06_filoxera.md`. **Hojas amarillas en  || de 12 de marzo de 1987). - «¿Qué ayuda me corresponde?»: identificar medida POSEI (I vegetal, II plátano IGP, III animal) y la convocatoria del año. El pago suele ir por OPP o sede electrónica. - «¿Cómo lo apunto?»: REAC (registro de la exp",No consta.,"No tengo información específica sobre la presencia de la raza tropical 4 del mal de Panamá en Canarias. El mal de Panamá es una enfermedad que afecta a las palmeras y se ha reportado en diferentes partes del mundo, pero no tengo conocimiento de su presencia en Canarias.

Es importante destacar que el mal de Panamá es causado por la raza tropical 4 (PT4) de la bacterias Xanthomonas campestris pv. palmito, y se ha reportado principalmente en regiones tropicales y subtropicales. Si la raza PT4 está presente en Canarias, no tengo información sobre ello.

Si necesitas más información o tienes alguna otra pregunta, estaré encantado de ayudarte.",1.0000,1.2263,1.0000,5.0,4.0,3.0,2.0,False,2.0,5.0,3.0,1.0,False,
61,direct_fact,,,,¿Está presente en Canarias la raza subtropical 4 del mal de Panamá?,Sí. La raza subtropical 4 (RST4) está presente en las islas.,RST4 | Presente,knowledge-base/asesor-canarias/07_mal_de_panama.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/13_preguntas_frecuentes.md | knowledge-base/asesor-canarias/cultivos/platanera.md | knowledge-base/asesor-canarias/01_rol_del_asesor.md | knowledge-base/asesor-canarias/06_filoxera.md | knowledge-base/asesor-canarias/00_indice.md,"# Mal de Panamá en platanera El mal de Panamá es el marchitamiento por *Fusarium oxysporum* f. sp. *cubense* (Foc). Es la enfermedad más destructiva del cultivo. En Canarias hay que separar **dos razas** o el asesoramiento es peligroso. ##  || de 12 de marzo de 1987). - «¿Qué ayuda me corresponde?»: identificar medida POSEI (I vegetal, II plátano IGP, III animal) y la convocatoria del año. El pago suele ir por OPP o sede electrónica. - «¿Cómo lo apunto?»: REAC (registro de la exp || (presente) o, si el cuadro es atípico, alerta de raza tropical 4 (cuarentena). Muestra al laboratorio. Ver `07_mal_de_panama.md`. **La viña se me muere.** Bioseguridad y Sanidad Vegetal: filoxera. Ver `06_filoxera.md`. **Hojas amarillas en ","Sí, está presente en Canarias.","No tengo información específica sobre la presencia de la raza ""subtropical 4"" del mal de Panamá en Canarias. El mal de Panamá es una enfermedad que afecta a las plantas de caña de azúcar y es causada por un virus, pero no tengo conocimiento de que esta raza específica esté presente en la isla.

Es importante destacar que el mal de Panamá es una enfermedad global que ha sido reportada en varios países, incluyendo América Latina, Asia y África. Sin embargo, su presencia y distribución pueden variar dependiendo de factores como el clima, la agricultura y las medidas de control implementadas.

Si estás buscando información específica sobre la presencia del mal de Panamá en Canarias, te recomendaría consultar fuentes oficiales como la Agencia Española de Seguridad Alimentaria y Nutrición (AESAN) o el Instituto Canario de Investigación Agraria (ICIA). Estas organizaciones pueden proporcionar información actualizada y confiable sobre la situación de las enfermedades en la isla.",1.0000,1.2263,1.0000,5.0,5.0,5.0,5.0,False,5.0,2.0,3.0,4.0,False,
